governance_level,municipality_name,state_name,state_short,region,division,reform_mechanism,reform_phase,reform_type,legislative_number_policy_name,time_status,time_R,year,primary_source,secondary_source,description,latitude,longitude,type_plex,type_adu,type_tod,type_other,phase_approved,phase_denied_rejected,phase_early_process,phase_late_process,phase_ongoing,mechanism_ordinance,mechanism_intensive_effort,mechanism_ballot,mechanism_plan_update,washington_binary
Municipality,Oakland,California,CA,West,Pacific,General Plan Update,Approved,"Plex Reform, Other Reform",2023 - 2031 Adopted Housing Element,Approved on 2/17/2023,2023-02-17,2023,https://www.oaklandca.gov/documents/2023-2031-adopted-housing-element,https://cao-94612.s3.amazonaws.com/documents/Oakland-Adopted-Housing-Element-Ch-1-4-21023_2023-02-17-213804_ddow.pdf,"The City of Oakland adopted their 2023 - 2031 Housing Element, and it was subsequently approved by CA HCD following an initial request for revision from the department. This general plan update sets the intention and outline for three central changes to the city's zoning, land-use and housing policy. The first is that it identifies ways to work against single-family exclusive zoning through a missing middle housing approach. The second is that it identifies ways to build and maintain more affordable housing units across the city. The third is that it outlines tenant-supportive policy through an anti-displacement and racial justice framework. These intentions will need to be codified through ordinances in the future, and we might expect these codifications to occur within the near future.",37.8044557,-122.271356,1,0,0,1,1,0,0,0,0,0,0,0,1,0
Municipality,Oakland,California,CA,West,Pacific,Intensive Zoning Code Effort,Late Process,"Plex Reform, Other Reform",Oakland 2045 General Plan,Ongoing as of 7/06/2023,2023-07-06,2023,https://oaklandside.org/2023/03/16/oakland-planning-commission-single-family-zoning/,https://www.oaklandca.gov/topics/oakland-2045-general-plan-zoning-amendments,"The City of Oakland is currently working on refining their 2045 General Plan. This general plan update is slated to make three central changes. The first is that it will implement missing middle housing updates that'll expand the formerly Two-Family district into a Two-to-Four Family district, and allow up to 4-units to be built in more areas across the city. The second is that it will create an affordable housing overlay zone and a housing site overly zone, both of which will expand ministerial approval and height/density incentives for developments that meet certain conditions. The third is that it will approach industrial rezoning through an environmental justice perspective, to reduce impacts on at-risk geographies and communities. According to the city, the public review period for these changes ended in May 2023; though it is unclear when exactly these changes may be adopted and then, further codified, by the city.",37.8044557,-122.271356,1,0,0,1,0,0,0,1,1,0,1,0,0,0
Municipality,Sacramento,California,CA,West,Pacific,General Plan Update,Late Process,"Plex Reform, TOD Reform",2040 General Plan Update,Ongoing as of 7/06/2023,2023-07-06,2023,https://www.cityofsacramento.org/Community-Development/Planning/Major-Projects/General-Plan,https://www.cityofsacramento.org/-/media/Corporate/Files/CDD/Planning/Major-Projects/generalPlan/PRD_2040_SacGPU_20230428_Compressed.pdf?la=en,"The City of Sacramento is currently in the process of drafting out its 2040 General Plan Update. This general plan should have provisions for instituting duplexes, fourplexes and other forms of missing middle housing, in all residential zoned land throughout the city. Another note is that the city has expressed interest in encouraging transit and walkability; which may be a sign that the city is interested in instituting a transit-oriented development program - yet this component is less clear than than the intention of Plex reform. The city has issued a Public Review Draft of the general plan which is now accessible to the public, and this document may go under another series or review by council before it is then adopted, likely, sometime in the future.",38.5810606,-121.493895,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Municipality,San Diego,California,CA,West,Pacific,Municipal Ordinance,Approved,ADU Reform,Ordinance No. O-21254,Passed on 10/30/2020,2020-10-30,2020,https://www.sandiegouniontribune.com/news/politics/story/2022-01-15/large-package-of-housing-reforms-including-changes-to-adu-rules-heading-to-san-diego-council,https://docs.sandiego.gov/council_reso_ordinance/rao2020/O-21254.pdf,"The City of San Diego passed an ADU amendment which was seen as being one of the most progressive in the state of California. This ordinance made three central changes. First, it permitted attached and detached ADUs on single-family zoned lots. Second, it specified that both owner occupancy and minimum parking were not requirements for the establishment of an ADU. Third, a measure which made this ordinance distinct from many others, is that it instituted an affordable housing bonus program for ADUs. Concerning the bonus program, it allows an additional ADU to be permitted for every ADU that meets the low-income or moderate-income affordability bracket, effectively allowing multiple ADUs to be established on a single lot.",32.7174202,-117.1627728,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,San Diego,California,CA,West,Pacific,Intensive Zoning Code Effort,Approved,"ADU Reform, Other Reform, TOD Reform",Homes for All of Us: Housing Action Package (Ordinance No. O-21439),Passed on 3/11/2022,2022-03-11,2022,https://www.sandiegouniontribune.com/news/politics/story/2022-02-08/san-diego-oks-large-package-of-housing-incentives-including-accessory-units,https://docs.sandiego.gov/council_reso_ordinance/rao2022/O-21439.pdf,"The City of San Diego passed their ""Homes for All of Us"" housing and zoning amendment package. This package is too large to summarize in brief, but we will focus on its three most significant domains. First, it set the stage for a minor future concession to the city's ADU Bonus program, whereby the deed-restriction for very low and low-income affordability was reduced from 15-years to 10-years. Albeit following this concession, the city's ADU ordinance is still likely the least restrictive and most progressive in the state. Second, the ordinance instituted seven new housing incentive programs, including at least one for transit-oriented development. Third, the ordinance specified that a property owner seeking to build an ADU can either go the route of the city's ordinance, or the route of the state law, or SB 9; but not both.",32.7174202,-117.1627728,0,1,1,1,1,0,0,0,0,0,1,0,0,0
Municipality,San Diego,California,CA,West,Pacific,Intensive Zoning Code Effort,Late Process,"ADU Reform, TOD Reform",2023 Land Development Code Update,Ongoing as of 7/06/2023,2023-07-06,2023,https://www.delmartimes.net/news/story/2023-01-05/san-diego-could-ok-many-more-high-rise-homes-and-backyard-apartments-under-new-city-housing-proposal,https://www.sandiego.gov/planning/work/land-development-code/updates-in-process,"The City of San Diego has developed an infrastructure to annually update its zoning code through receipt of feedback from residents. While it may be superfluous to include every year in which this update process occurs, it must be noted that the updates for this particular year are quite poignant; and that this process would make two central changes. First, it would expand the city's transit-oriented development (TOD) program to make more land available for density bonuses. Second, it would expand the list of zoning districts where their accessory dwelling unit (ADU) Bonus Program is allowed, thereby increasing the efficacy of their prior ordinances on ADUs. Specifically, the ordinance would make eligible for the bonus program all lots within 1-mile of a major transit stop, instead of the preceding 1/2 mile qualifier.",32.7174202,-117.1627728,0,1,1,0,0,0,0,1,1,0,1,0,0,0
Municipality,San Francisco,California,CA,West,Pacific,Municipal Ordinance,Approved,Plex Reform,Ordinance No. 210-22,Approved on 10/28/2022,2022-10-28,2022,https://www.sfchronicle.com/sf/article/S-F-housing-crisis-New-fourplex-law-poised-to-17515571.php,https://sfbos.org/sites/default/files/o0210-22.pdf,"The City of San Francisco Board of Supervisors passed an ordinance that allowed single family zoned areas to build fourplexes, and six-units on corner lots. A prior complication with this ordinance was that its earlier text, which removed single-family zoning in the city, may have had the effect of exempting the city from CA state's SB9 lot split and ADU law. Within the current legislative state of the city, a homeowner trying to expand their property can do so through the SB9 ministerial ADU process, or through the process outlined in this municipal ordinance.",37.7790262,-122.419906,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,San Francisco,California,CA,West,Pacific,Municipal Ordinance,Approved,Other Reform,Ordinance No. 311-18,Passed on 12/11/2018,2018-12-11,2018,https://usa.streetsblog.org/2018/12/17/san-francisco-eliminates-parking-minimums/,https://sfgov.legistar.com/LegislationDetail.aspx?ID=3709260&GUID=C36405A9-974A-4B08-8EDB-56DDFAC6CEEA,"The City of San Francisco Board of Supervisors passed an ordinance that removed mandatory parking minimums from the zoning code. The city's reasoning behind the reform is that: A) a planning department study found that parking minimums add $20-50k more to the cost of an apartment, and B) that excessive parking incentivizes driving, leads to traffic and may form infrastructure which isn't suited for pedestrian safety. The jurisdiction joins a growing list of other jurisdictions who have removed parking minimums from a green-climate and housing perspective.",37.7790262,-122.419906,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,San José,California,CA,West,Pacific,Municipal Ordinance,Approved,ADU Reform,ADU Permit Program,Approved on 12/17/2019,2019-12-17,2019,https://sanjosespotlight.com/san-jose-streamlines-approval-for-backyard-homes-accessory-dwelling-unit-adu-housing/,https://www.sanjoseca.gov/business/development-services-permit-center/accessory-dwelling-units-adus/adu-ordinance-updates,"The City of San José passed an ADU ordinance which made three central changes to its zoning code. First, it expanded where ADUs are allowed, now including two-family areas and any lot where a single-family residence is built. Second, it created a provision for allowing junior accessory dwelling units (JADUs) to be established, if they are attached or interior to the principal dwelling. Third, it increased clarity and reduced regulations regarding ADU dimensions, design standards, and parking.",37.3361663,-121.890591,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,San José,California,CA,West,Pacific,Municipal Ordinance,Approved,Other Reform,Ordinance No. 30857,Adopted on 12/06/2022,2022-12-06,2022,"https://www.sanjoseca.gov/your-government/departments-offices/planning-building-code-enforcement/planning-division/ordinances-proposed-updates/parking-policy-evaluation#:~:text=The%20San%20Jos%C3%A9%20City%20Council,as%20of%20April%2010%2C%202023.",https://records.sanjoseca.gov/Ordinances/ORD30857.pdf,"The City Council of San José adopted an ordinance that removed mandatory parking minimums from the zoning code. The ordinance made three changes. The first is that it removed parking minimums throughout the entirety of the city. The second is that it implemented a Transportation Demand Management (TDM) requirement for each developmental project, whereby a developer is required to choose a set of measures to reduce vehicle miles travelled and to encourage green alternatives of transport. Third, the removal of parking minimums also coincides with the city affirming an intention of flexibility for land-uses allowed in particular buildings; they have also affirmed their intention of allowing for alternative developments in otherwise unused parking lots.",37.3361663,-121.890591,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Denver,Colorado,CO,West,Mountain,General Plan Update,Approved,"ADU Reform, TOD Reform",BluePrint Denver,Adopted on 4/22/2019,2019-04-22,2019,https://ternercenter.berkeley.edu/wp-content/uploads/2020/08/Lessons_in_Land_Use_Reform.pdf,https://www.denvergov.org/media/denvergov/cpd/blueprintdenver/Blueprint_Denver.pdf,"The City Council of Denver, as a part of their Comprehensive Plan 2040, created the BluePrint Denver document, which is a land use and transportation supplement of the broader general plan. BluePrint Denver created recommendations to allow Plex development in single-family zoned areas in the city, as well as changes which made ADU construction a target for the city, and a more feasible option for creating housing across greater segments of the city.",39.7392364,-104.984862,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Municipality,Denver,Colorado,CO,West,Mountain,Intensive Zoning Code Effort,Late Process,"ADU Reform, TOD Reform",Advancing Equity in Rezoning Task Force,Ongoing as of 7/06/2023,2023-07-06,2023,https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Community-Planning-and-Development/Denver-Zoning-Code/Text-Amendments/Advancing-Equity-in-Rezoning#section-4,https://www.denvergov.org/files/assets/public/community-planning-and-development/documents/zoning/text-amendments/advancing-equity-in-rezoning/project-background-report.pdf,"The City of Denver is in an ongoing zoning rewriting process. It's BluePrint Denver, which is the city's land use and transportation plan, and a supplement to the Comprehensive Plan 2040, called for enabling at least three central zoning reforms. The first is allowing plex development on single-family lots, the second is expanding where ADUs are permitted across the city, and the third is creating incentive structures for rental housing development in transit-dense areas. As of early 2021, Denver had initiated an ongoing zoning code update, and their Advancing Equity in Rezoning Task Force is working on a set of zoning code changes, which will codify the recommendations in BluePrint Denver and the Comprehensive Plan 2040. As stated on their website at the time of this entry, this process may yield implementation sometime in 2024.",39.7392364,-104.984862,0,1,1,0,0,0,0,1,1,0,1,0,0,0
Municipality,Hartford,Connecticut,CT,Northeast,New England,Municipal Ordinance,Approved,Other Reform,Amendment of 11-28-2017,Adopted on 11/28/2017,2017-11-28,2017,https://usa.streetsblog.org/2017/12/13/hartford-eliminates-parking-minimums-citywide/,https://library.municode.com/ct/hartford/ordinances/zoning_regulations?nodeId=1168243,"The City of Hartford adopted an ordinance which removed mandatory parking minimums from the zoning code. This change occurred following more more piecemeal, yet extensive, policy from the city in the past, which saw the removal of parking minimums in downtown, as well as the removal of parking minimums for retail and service commerce across the entirety of the city.",41.764582,-72.6908547,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,New Haven,Connecticut,CT,Northeast,New England,Municipal Ordinance,Approved,ADU Reform,"Amendments to allow Accessory Dwelling Units in RM-1,RM-2,RS-1 and RS-2: and to reduce Minimum Lot size to 4000 SF",Passed on 10/4/2021,2021-10-04,2021,https://www.newhavenindependent.org/article/adus1,https://scrcog.org/wp-content/uploads/2021/06/06-RPC-June21.pdf,"The Board of Alders of New Haven approved an ordinance which made it easier for homeowners in single-family areas to build attached ADUs. The ordinance itself is a part of the city's intention to phase in ADUs into single-family zoned areas, and the ordinance may be a stepping stone towards future legislation allowing detached ADU structures. To conclude, as of yet, the municipal code of the city merely allows ADU construction in the form of garages, attics, and basements, or other 'existing' structures, but not building detached ADUs from scratch.",41.3082138,-72.9250518,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Jacksonville,Florida,FL,South,South Atlantic,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 2022-448-E,Approved on 11/9/2022,2022-11-09,2022,https://www.jacksonville.com/story/news/politics/government/2022/11/18/jacksonville-city-council-passes-bill-allowing-accessory-dwelling-units/10699346002/,https://jaxcityc.legistar.com/LegislationDetail.aspx?ID=5687568&GUID=78C6D541-91EC-4D9A-AD56-A326DDAA2810&Options=&Search=,"The City Council of Jacksonville approved an ordinance, called the ""Keeping Families Together Act,"" which allowed detached or attached ADUs on single-family zoned areas. A limitation with the ordinance is that an ADU is not permitted without exception, and may be denied due to a homeowner association rules for a neighborhood. So while this ordinance allows ADUs, its method of permitting doesn't preempt other local restrictions which may reduce its effectiveness.",30.3321838,-81.655651,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Gainesville,Florida,FL,South,South Atlantic,Municipal Ordinance,Approved,Plex Reform,Ordinance No. 211358,Adopted on 10/17/2022,2022-10-17,2022,https://www.gainesville.com/story/news/2022/10/17/exclusionary-zoning-gone-gainesville-after-city-commission-vote/10522673002/,https://library.municode.com/fl/gainesville/ordinances/code_of_ordinances?nodeId=1179374,"The City Commision of Gainesville passed two essential ordinances which essentially removed single-family zoning in the jurisdiction. This is the most important ordinance of the two which we include in our tracker, and it did a few things. The first is that it replaced the Residential Single Family districts with a broader Neighborhood Residential (NR) zoning district. The second is that it established that in the NR district, plex development (inclusive of duplexes, triplexes, and in some cases, fourplexes) is permitted. The third is that it established that its provisions aren't subject to a sunset, but will last in permanence, into the future; in line with this, the ordinance amends both the zoning code, as well as the general plan. (The other ordinance which we do not record in our tracker is Ordinance No. 211359.)",29.6519684,-82.3249846,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Gainesville,Florida,FL,South,South Atlantic,Municipal Ordinance,Approved,Other Reform,Ordinance No. 211262,Adopted on 11/22/2023,2023-11-22,2023,https://www.mainstreetdailynews.com/govt-politics/gainesville-developers-set-parking-numbers,https://library.municode.com/fl/Gainesville/ordinances/code_of_ordinances?nodeId=1190188,"The City Commission of Gainesville adopted an ordinance that removed mandatory parking minimums from the zoning code. The ordinance made three changes. First, it removed parking minimums throughout the entirety of the city and for all land-use types. Second, it established a parking maximum. Third, it requires that any development exceeding 200 parking spaces needs to construct a structured parking facility along with the main development.",29.6519684,-82.3249846,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Municipality,Gainesville,Florida,FL,South,South Atlantic,Municipal Ordinance,Denied/Rejected,Plex Reform,File No. 2023-162,Rejected on 4/19/2023,2023-04-19,2023,https://www.wuft.org/news/2023/04/20/gainesville-commissioners-continue-undoing-single-family-zoning-laws/,https://www.bloomberg.com/news/articles/2023-02-02/how-gainesville-s-yimby-zoning-reform-was-undone,"The City Commision of Gainesville, newly seated following the local election, set intentions to reverse the prior ordinances which eliminated single-family zoning in the city. Following the adoption of the ordinances, the city received threats of looming legal challenges from the state of Florida, principally the state's Department of Economic Opportunity. The city also received resistance from local community members. The Commision has formally reversed its prior ordinances with 3-ordinances based around restoring exclusionary zoning, and specifically, with the purpose of removing the formerly instated 'Neighborhood Residential' district from the city's zoning code. Gainesville is likely the most prominent case wherein a jurisdiction instituted a positive zoning reform, and then reversed and/or rejected it eventually, due to political factors.",29.6519684,-82.3249846,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Municipality,Atlanta,Georgia,GA,South,South Atlantic,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 18-0-1023,Approved on 5/16/2018,2018-05-16,2018,https://www.atlantaga.gov/government/departments/city-planning/zoning-reform,https://www.atlantaga.gov/home/showpublisheddocument/39261/636821161394270000,"The City Council of Atlanta, following a commissioned team that was formed to assess its zoning code, sought to make substantial changes to the Atlanta Zoning Ordinance. This ordinance was a part of the first phase of those changes, which the city defined as ""quick fixes"" to the code. This ordinance made three central changes, exactly. The first is that it increased the maximum allowable height of ADUs, the second is that it increased the maximum allowable size of ADUs, and the third is that it clarified accessory uses in residential subdivisions.",33.7489924,-84.3902644,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Atlanta,Georgia,GA,South,South Atlantic,Municipal Ordinance,Approved,ADU Reform,Ordinance No. 18-0-1581,Approved on 1/31/2019,2019-01-31,2019,https://www.atlantaga.gov/government/departments/city-planning/zoning-reform,https://library.municode.com/ga/atlanta/ordinances/code_of_ordinances?nodeId=939835,"The City Council of Atlanta, following a commissioned team that was formed to assess its zoning code, sought to make substantial changes to the Atlanta Zoning Ordinance. This was a part of the second phase of those changes, which the city defined as ""medium fixes"" to the code. This ordinance did two things, exactly. The first is that it specified the total number of units on a parcel in accommodation of ADUs, and the second is that it removed parking requirements for ADUs.",33.7489924,-84.3902644,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Municipality,Atlanta,Georgia,GA,South,South Atlantic,Intensive Zoning Code Effort,Early Process,"ADU Reform, Plex Reform",Atlanta Zoning 2.0,Ongoing as of 7/06/2023,2023-07-06,2023,https://atlzoning.com/,https://atlzoning.com/explore-and-learn/,"The City of Atlanta is engaging in a multi-year zoning code rewrite project. The purpose of this effort will likely be to secure and make more feasible ADU, and Plex development in single-family zoned areas throughout the city; but the exact details of the rewrite remain unspecified, as they are being established in a forward looking process. This zoning code rewrite itself is projected to conclude sometime in the Summer of 2024.",33.7489924,-84.3902644,1,1,0,0,0,0,1,0,1,0,1,0,0,0
Municipality,Atlanta,Georgia,GA,South,South Atlantic,Municipal Ordinance,Denied/Rejected,ADU Reform,Ordinance No. 21-O-0456,Last Action on 11/29/2021,2021-11-29,2021,https://whatnowatlanta.com/city-of-atlanta-looks-to-ease-adu-legislation-to-create-more-affordable-housing-options/,https://atlantacityga.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=3314&Inline=True,"The City Council of Atlanta was deciding earlier on an ADU ordinance drafted by Councilmember Farokhi, but it was ""filed,"" or essentially softly struck down, due to political disagreement expressed by the city's 25 Neighborhood Planning Units (NPUs). The ordinance itself would have amended the current language of the zoning code concerning ADUs, and would have made three central changes. The first change is that it would have allowed ADUs to be built or converted throughout a broader scope of the city. The second is that it would have increased the maximum allowable size of ADUs. The third is that it would have removed a minimum parking requirement.",33.7489924,-84.3902644,0,1,0,0,0,1,0,0,0,1,0,0,0,0
